ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,
12276,50000,2,2,2,38,0,0,0,0,0,-1,41724,,50120,19587,10577,7533,5000,5120,10292,5577,7533,1000,
12277,290000,1,2,2,35,-1,-1,-1,-2,-2,-1,17397,11754,28874,77790,8142,9547,12556,29020,78178,8572,9590,151945,
12278,60000,1,3,1,39,0,0,0,0,0,0,36343,27996,25656,16907,15837,11195,5140,3008,3000,6000,2000,3000,
12279,20000,6,3,1,47,0,0,2,2,2,17,7384,9356,9400,10085,9785,10481,2108,352,837,0,855,0,
12280,,2,2,1,27,-1,-1,-1,-1,-1,-1,1995,0,680,2862,5539,0,0,680,2862,5539,0,5775,
12281,100000,1,2,1,36,1,2,2,2,4,3,9670,9371,11705,12919,12139,11653,0,2500,1700,0,0,0,
12282,50000,1,1,1,37,2,0,0,0,2,0,48716,49504,44127,22053,20129,19262,2213,20197.44254,2700,0,700,1000,
12283,250000,2,2,,36,1,-1,-1,0,4,-1,-26,8966,4559,3110,0,664,8992,4563,24,0,664,698,
12284,210000,2,1,2,34,-1,-1,-1,-1,-1,-1,1262,33414,1828,0,11854,30949,15954.67822,1828,0,11854,30288,1460,
12285,280000,2,1,2,35,-2,-2,-2,-2,0,-1,,4618,183,,2371,221370.4475,4663,0,4953,12,7647,1676,
12286,110000,2,2,2,35,0,0,0,0,0,0,125719,121523,116319,116082,111141,110854,4316,4120,4001,4173,4103,3888,
12287,60000,1,2,2,36,2,2,2,2,2,0,80709,76179,71219,67687,61691,57626,2300,2000,3000,0,3000,2000,
12288,200000,1,1,6,40,-1,-1,-1,-2,-1,-1,540,454,0,0,990,-398,454,0,0,990,0,0,
12289,30000,1,2,2,35,0,0,,2,-2,-2,22583,25067,23237,0,0,0,3026,0,,0,0,,
12290,80000,1,,2,26,0,0,0,0,0,0,79565,78617,79229,77858,79566,74746,3481,3000,3000,3000,3000,1656,
12291,50000,1,2,2,39,0,0,0,0,0,0,17698,16533,17636,16956,17532,19078,-506,4000,1000,1000,2000,1000,
12292,160000,2,1,1,39,1,-1,-1,-1,0,0,-16,1955,2047,15848,16848,0,1971,2047,15848,1000,0,0,
12293,130000,2,2,2,26,0,0,0,-4,0,-2,110922,113974,126194,17832,,0,5000,15066,5007,0,3000,825,
12294,230000,-3,2,2,35,-1,-1,0,0,0,0,2873,29488,65868,58171,,47192,29525,50014,8242,7032,5030,8007,
12295,260000,2,2,1,35,-1,-1,-1,-1,0,-1,213,213,203,2571,187,5469,214,204,-831,1,5496,427,
12296,200000,1,2,1,54,0,0,0,0,0,0,177664,183236,183493,146143,144339,140340,10000,7000,5000,6000,6000,5000,
12297,420000,1,1,1,32,0,0,0,0,0,10,45060,25056,24751,24984,24983,23751,1407,1332,963,877,1000,908,
12298,100000,2,1,2,22,2,0,0,0,2,0,36891,38498,39185,39867,39696,7594,2201,1888,1500,96,300,432,
12299,100000,2,1,2,25,1,-1,-1,-1,-1,-1,,460,0,85,60,520,460,0,85,60,520,0,
12300,390000,1,1,2,34,-2,-2,-2,-2,-1,0,5053,-9,1906,0,2258,7028,0,1915,0,2258,5001,5000,
12301,80000,2,2,2,28,-2,-2,-2,-2,-2,-2,0,0,641,658,2019,0,0,641,658,2019,0,0,
12302,50000,1,3,1,45,1,4,2,2,13,0,,42253,46794,44995,45934,48796,0,5600,0,1800,4000,0,
12303,90000,2,3,2,38,1,2,2,2,-2,-2,8144,7102,,0,0,0,-10297.04747,0,0,0,,0,
12304,240000,2,2,1,56,0,0,0,0,0,2,138785,141894,143270,201082,215709,204302,6500,5000,60000,17464,6516,20002,
12305,50000,2,3,1,110,-1,-1,-1,-1,-1,-1,12785,19971,5095,14867,8037,2642,19982,5095,14867,8037,2642,7023,
12306,30000,2,2,2,21,-1,-1,,0,-1,-1,290,12115,11306,-161767.3872,1621,1307,20002,1101,1,1724,1408,0,
12307,200000,2,2,1,,0,0,0,0,0,-2,25483,31537,34114,29982,-18,-18,6541,5351,200,0,0,0,
12308,320000,2,3,2,40,1,2,2,2,2,0,298343,304421,298042,315502,310308,306056,12300,0,24000,0,11000,14000,
12309,90000,1,2,2,35,0,0,0,0,0,0,22672,21212,20662,20715,-186179.7889,20078,,1315,867,896,-748,577,
12310,,2,3,1,23,0,0,0,0,0,0,17589,18387,19157,19308,19486,19785,1313,1308,684,707,848,790,
12311,80000,2,1,2,23,0,0,0,0,0,0,24215,30798,30350,32469,32663,34909,10000,2000,2500,2000,3000,1000,
12312,380000,2,2,,36,0,0,0,0,0,0,52956,63002,71599,80377,84113,86612,25000,,10000,5000,7000,11000,
12313,300000,2,1,2,37,-2,-1,0,0,0,0,0,51,12351,12351,12363,9974,51,12300,0,12,49,11767,
12314,110000,1,2,2,51,0,0,,0,0,0,69564,51264,51584,-200941.7326,50485,50565,2500,1800,1800,2000,2000,2000,
12315,100000,2,2,1,29,0,-4,0,0,0,0,53840,43503,43417,43872,42215,42917,1748,1662,1670,1525,2000,1660,
12316,250000,2,1,1,39,-1,-1,2,-1,-1,-1,1000,4070,3629,1570,248,1247,3629,3,1575,248,1247,621,
12317,250000,1,,2,33,-1,-1,-1,-1,-2,-1,22824,6540,6686,-14795,-23003,4017,6573,,41,42,35602,3,
12318,220000,1,1,2,30,0,0,0,0,0,0,87604,89687,90889,91892,93815,96466,5000,4200,4000,4000,5000,5000,
12319,20000,2,1,2,27,3,2,2,0,0,2,16732,17866,17276,17514,18462,18036,1700,0,800,1361,0,800,
12320,240000,2,5,1,34,-1,-1,-4,-1,-1,-1,1731,6763,0,5717,10134,1045,6763,5717,0,10134,1045,6585,
12321,210000,1,1,,40,0,0,2,0,0,2,130868,138909,135322,136339,143681,140425,11760,0,4546,9524,2,4756,
12322,200000,2,2,2,26,14,0,0,2,2,0,105433,-252,116094,116289,112011,106313,5498,11084,3800,0,4005,2911,
12323,120000,2,2,2,25,,-2,-1,-1,-1,-2,0,0,12162,1553,0,0,0,12162,1553,0,0,0,
12324,140000,1,3,2,26,0,0,0,0,0,0,18648,19561,13902,14183,13207,12996,1309,1139,420,418,816,0,
12325,30000,1,1,2,24,0,0,0,0,0,0,28495,-658,30629,29357,30143,30419,1900,1800,1045,1250,1100,1100,
12326,0,2,3,1,52,0,0,0,0,0,0,16033,17360,18068,18426,18812,19275,1593,1301,659,682,775,584,
12327,240000,2,5,2,28,0,0,0,0,0,0,133230,136579,-176257.2237,132487,107437,109237,5500,5036,4000,6200,5500,5000,
12328,-790000,2,2,1,46,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,
12329,490000,1,1,1,57,0,0,0,0,0,14,354782,348786,349958,340602,,331606,17035,20059,12943,15049,50017,20021,
12330,60000,2,1,2,36,-1,2,-1,0,0,,2130,1940,7801,1308,3058,212459.3501,0,7801,1158,1900,2190,2153,
12331,300000,1,2,1,37,1,-1,2,0,0,0,-165580,324392,296931,30355,26771,23737,505000,331,1070,17771,18000,16079,
12332,310000,2,1,2,36,1,-1,-1,-1,-1,-2,-8,1703,-8,1624,0,0,1711,0,1632,0,0,173,
12333,,1,6,1,43,4,-2,-2,-2,-2,-2,0,751,327,0,0,234,751,327,0,0,234,455,
12334,60000,2,2,2,23,0,0,0,0,0,0,60380,55367,111334,19358,19760,20223,2296,2510,838,862,,400,
12335,120000,2,1,2,27,-1,-1,-1,-1,-1,-1,390,390,390,390,390,0,390,390,390,390,0,780,
12336,210000,1,2,2,26,,0,0,0,0,0,206714,197252,140440,122678,120215,112973,7868,5000,5004,4500,3950,3800,
12337,50000,1,2,1,,0,0,,0,0,0,22178,21976,21697,20683,19283,19965,1700,1650,850,700,1000,1000,
12338,510000,2,4,1,34,-2,-2,-1,0,-1,-1,10554,568,22058,23205,11571,12179,1074,22657,-12276.77117,24637,12719,20798,
12339,10000,2,1,2,24,0,0,0,0,0,0,6709,7895,8751,-218599.2262,9111,9360,1300,1146,320,330,400,1000,
12340,250000,2,1,2,36,-1,4,-1,-1,-1,0,6378,-213092.8427,6341,174,1676,388,72534,6456,174,1682,2,0,
12341,210000,2,1,2,26,0,0,-1,-1,0,-1,3292,6399,2085,3000,6634,1298,3399,2085,3000,3634,1300,2000,
12342,160000,1,5,2,46,0,0,0,0,-2,-2,169746,159376,162998,0,0,,4318,4000,0,0,0,73175,
12343,80000,2,2,2,24,0,0,0,-2,-2,-2,3278,4000,0,0,,0,1000,0,0,0,0,0,
12344,230000,1,1,2,28,4,0,0,0,0,0,29108,29240,30062,31253,31965,36782,1587,1409,10000,1193,6782,1026,
12345,30000,2,2,1,53,1,3,2,3,2,0,18663,18080,18986,18390,17954,18654,0,1500,0,0,1000,692,
12346,50000,,2,9,29,2,3,2,0,0,0,50136,50044,46543,19359,17850,18203,1000,,661,770,800,763,
12347,190000,2,1,2,28,2,2,2,2,2,2,159438,163684,166163,168592,171923,169165,8150,6500,6500,6000,0,6200,
12348,130000,2,2,1,46,0,0,0,-2,-2,-2,125557,229857.9345,,0,0,0,2498,0,0,0,0,0,
12349,140000,2,3,1,46,0,0,0,0,0,0,132586,135165,125427,128016,127323,130020,4800,4500,4600,4800,4800,,
12350,110000,1,2,2,29,0,0,0,0,0,0,112533,109515,48917,46765,40212,39690,4101,3000,2000,3000,5000,3000,
12351,20000,1,2,2,,0,0,0,-2,14,-2,19030,19783,0,0,0,0,1500,-10429.61689,0,0,0,0,
12352,250000,2,1,1,32,0,0,0,0,0,0,255413,253019,240332,244688,240221,224740,10500,12000,10000,10000,9000,9000,
12353,360000,2,2,1,35,0,-1,-1,-1,-1,-1,106010,24892,10772,21847,21835,9255,24976,10786,21916,21904,9261,22127,
12354,30000,2,1,2,21,2,2,0,0,0,-2,30769,29559,29197,29488,0,0,0,1000,590,-13402.88674,0,0,
12355,50000,1,3,2,54,0,0,0,0,0,0,43099,44233,35147,12236,11013,11388,2212,2126,415,401,-14216.4537,554,
12356,100000,2,2,-3,29,0,0,0,0,0,0,49707,48657,49699,47635,48664,49578,2000,2000,1691,1782,1739,1400,
12357,150000,2,5,2,,0,0,0,0,0,0,232327,237150,239410,39584,32815,35626,5877,5419,1009,1120,5000,7128,
12358,150000,2,1,2,30,-2,-2,-2,-2,-2,-2,12516,5568,6106,4357,0,0,5568,6106,4357,0,0,0,
12359,200000,2,1,1,41,10,-1,-1,-1,-1,-1,4533,8756,3539,5529,10332,6894,8756,3539,5529,10332,6894,3188,
12360,20000,1,1,2,40,0,0,0,0,0,0,13639,14711,15462,16004,16203,16916,1600,1300,800,605,1000,2000,
12361,310000,2,2,1,37,-2,-2,-1,0,0,0,0,0,5365,6274,,8893,0,5365,1000,1000,2000,2000,
12362,100000,2,1,2,,1,2,2,2,2,2,93295,95108,96662,94216,99732,101737,4200,4000,0,7400,3800,0,
12363,50000,2,2,2,32,0,0,2,2,2,2,41114,44131,43121,45795,44929,48179,4000,0,3400,0,4000,0,
12364,-460000,2,2,2,24,0,0,-1,-1,-1,,48764,27347,37528,2793,28865,14986,1034,37559,2805,28865,300,11083,
12365,100000,2,3,3,47,-1,-1,2,0,-1,-1,836,1859,1672,836,836,836,2695,0,16741.2156,836,836,836,
12366,280000,1,1,2,28,-1,-1,-1,-1,0,0,4468,11517,1973,11028,14261,17097,11525,2149,11030,4008,7106,1193,
12367,200000,1,1,1,37,-1,0,0,,0,0,173867,139769,132534,116331,111178,105907,7000,5000,4500,5000,5000,4300,
12368,90000,1,,1,34,2,0,0,0,0,0,54933,55460,56599,58155,60058,61250,2009,2057,2500,3000,2189,2282,
12369,150000,2,2,1,41,-2,-2,-2,-1,-1,-1,1906,4983,12029,13821,1493,2229,5002,12040,13821,1493,2229,2057,
12370,20000,5,2,2,42,2,2,2,2,2,2,18155,17595,19355,19554,19795,19342,0,2344,800,683,0,1500,
12371,360000,2,1,2,30,,-1,-1,-1,-1,-1,11193,332,272,1465,18503,5151,332,272,1465,18503,5151,0,
12372,40000,2,2,1,28,1,2,2,2,2,0,27746,23209,22040,-194050.6463,20430,20763,2000,0,2000,0,1000,1000,
12373,240000,2,2,1,55,0,0,0,2,0,0,74270,75959,80473,78883,80625,79334,3200,,0,2900,3000,3100,
12374,500000,2,1,1,36,-1,-1,-1,-1,-1,-1,7297,12349,26488,6534,9788,25314,12349,26488,6534,9788,25314,103508,
12375,20000,2,2,2,39,4,3,2,0,,0,11553,11081,11021,11240,11476,11708,,420,402,417,423,1472,
12376,140000,1,2,2,44,0,0,0,0,,0,85119,86901,89583,90432,92332,94197,3153,4126,3231,3351,3400,3494,
12377,100000,1,2,2,27,0,0,0,0,0,-1,100442,96018,97453,99407,95600,981,5000,8000,3500,3500,981,0,
12378,120000,2,,2,32,0,0,0,0,0,0,18955,18973,18204,17344,,26781,1315,1169,2472,453,500,8494,
12379,100000,2,2,1,44,1,2,0,0,0,0,97581,94594,44145,46148,43750,44771,,2000,3000,2000,2000,2000,
12380,140000,2,2,2,89,-1,4,-1,-1,-1,-1,4882,4882,4876,4666,4884,4666,4882,4876,4666,,4666,4666,
12381,210000,2,1,,27,0,0,0,0,0,-1,99050,17924,19123,20650,0,1136,1301,1500,2000,0,1136,67412,
12382,500000,2,1,2,35,1,-1,-1,-1,-1,-1,0,640,31762,42935,2464,2532,640,31764,51986,55000,2532,5717,
12383,110000,2,1,2,27,-1,-1,,-2,-2,-2,2280,0,0,0,0,0,0,0,0,0,0,4650,
12384,340000,2,1,2,30,-1,-1,-1,-1,-1,-1,-860,3352,3738,1794,1339,10673,3375,3759,,1345,10726,869,
12385,330000,2,1,2,27,0,0,0,0,2,2,322464,325625,323182,325197,327750,321936,-11176.14573,13120,12833,,8567,7060,
12386,50000,2,2,2,,0,0,0,0,0,0,45504,46223,12761,7477,8372,9240,2000,2043,1000,1000,1390,1150,
12387,10000,2,1,1,39,1,-2,-1,2,0,0,0,0,9996,,9747,10328,0,9996,0,363,752,0,
12388,70000,1,3,1,42,0,0,2,2,2,2,26550,28208,28642,30670,31133,31965,2400,1200,2820,1100,1500,1300,
12389,450000,2,2,1,37,-1,-1,-1,-1,-1,-1,1212,791,2663,783,1730,-51443,1032,2663,783,1730,0,70803,
12390,30000,2,2,1,33,0,0,0,0,0,0,12051,13101,14413,14476,14792,15145,1250,1537,600,550,600,800,
12391,150000,2,2,2,32,5,4,3,2,2,2,79529,77757,75841,246036.5906,77273,56577,0,,0,,1000,0,
12392,230000,2,2,1,37,2,2,-4,0,0,0,-601,74421,71201,72029,71923,72020,5118,0,4000,2607,2732,2482,
12393,30000,2,3,1,47,2,2,2,2,2,2,28073,28515,27150,28100,28104,28181,1800,0,2300,1200,1300,0,
12394,30000,1,1,2,30,0,0,0,0,14,0,29965,28841,28278,28770,29432,28949,2000,1700,2008,2000,7600,-520,
12395,20000,1,3,,45,1,2,2,2,2,2,15748,16497,16928,17354,16934,18347,1300,1000,,0,1700,600,
12396,70000,2,3,3,51,0,0,0,0,0,0,32485,30527,13407,13643,12722,13515,1267,1191,427,957,1000,14001,
12397,50000,2,2,-3,45,-1,-1,0,0,0,0,2618,1969,20771,20231,19485,18280,2007,20275,1204,1001,1003,1210,
12398,360000,2,1,1,46,-4,,-1,-1,-1,-1,723,17392,-8,32170,680,6205,17392,0,32178,680,6205,18814,
12399,400000,2,1,2,29,1,2,0,0,0,0,77970,70557,71867,72137,72955,76467,0,3200,2750,3000,5800,2800,
12400,130000,2,3,1,36,-1,-1,-1,-1,-1,,2342,2951,596,1520,700,3688,21501.21185,596,1520,700,3688,2803,
12401,130000,1,1,2,27,-1,-1,2,0,0,-2,2207,2499,1248,922,-693,-2292,3747,0,0,0,0,10000,
12402,340000,2,1,1,40,-1,-1,-1,-1,-1,-1,1600,93661,41533,15711,1338,6800,93661,-11909.39766,15711,1338,6800,3750,
12403,270000,2,2,1,40,0,0,0,0,0,0,26183,24181,19543,17160,14818,12702,1826,1469,514,581,612,312,
12404,60000,2,2,2,38,0,0,0,0,0,-1,13138,22389,16586,5516,16378,2670,17875.32658,5000,3000,16000,3000,980,
12405,130000,2,2,2,31,0,0,0,0,0,0,-270600.6996,42126,44370,85115,69011,70460,1816,3060,69000,2578,2671,2888,
12406,10000,1,3,2,22,0,0,0,0,0,0,9240,9131,9601,9797,9997,7497,1230,1000,-14984.12236,200,0,0,
12407,160000,2,1,2,33,12,2,2,2,2,2,132510,128981,138289,134773,142913,146003,0,13000,200,10500,5600,5200,
12408,270000,2,1,1,33,0,0,0,-2,-1,,22604,26906,0,-852,205705.9835,5667,5000,0,0,4448,1300,2443,
12409,80000,1,2,1,,2,0,0,0,2,2,38370,39448,58788,62814,61682,65644,2000,20000,5000,0,5010,2500,
12410,340000,2,1,1,39,-1,,-1,-1,-1,-1,4676,3806,-355,36374,32413,12092,3806,526,36374,32413,12092,13743,
12411,360000,1,,1,52,-1,-1,-1,-1,0,-1,14432,15329,13062,41977,24354,25948,15329,13062,41977,0,25948,21318,
12412,240000,1,1,2,43,-2,-2,-2,-2,-2,-2,5740,0,0,0,0,0,0,0,0,0,0,0,
12413,50000,2,-3,2,26,-1,-1,-1,-1,-2,-2,3475,-25,2500,0,0,0,0,2525,0,0,0,0,
12414,50000,1,3,1,23,0,0,0,-2,-2,-2,13352,230883.8949,0,0,0,0,1066,0,0,0,0,1000,
12415,180000,2,2,1,28,-1,-1,-1,,-1,-1,1206,661,1503,1379,1216,1440,661,1512,1379,1216,1440,316,
12416,370000,2,1,1,31,,-1,0,0,0,0,0,229818,234379,239082,244124,243986,229818,8409,8500,8800,8800,14100,
12417,60000,-3,2,2,27,1,2,2,2,2,2,10401,11770,10957,11480,10851,11365,2000,0,1000,0,1000,0,
12418,50000,1,2,,25,-1,-1,-1,-1,-1,-1,-162803.9358,,-181859.8578,1442,3798,1599,1355,1386,1442,3798,1599,1694,
12419,50000,1,3,1,,-2,-1,2,-1,0,0,-11,46501,24458,37778,39124,38585,46512,159,37778,2000,2000,13144,
12420,130000,2,1,2,29,0,0,0,0,0,0,41224,45136,-741,52740,56467,60119,4500,4500,4500,4500,4500,4500,
12421,500000,6,1,1,49,-1,-1,-1,-1,-1,-1,4007,9933,14557,53328,58052,37435,10021,14576,53850,58332,37616,46591,
12422,300000,1,1,2,27,1,-1,-1,-2,-1,-1,0,11174,0,0,3330,3330,11174,0,0,3330,3330,3330,
12423,120000,2,2,2,25,0,0,0,0,0,-2,75913,221023.7802,64074,64074,0,0,4501,2562,0,0,0,0,
12424,110000,2,2,5,25,1,2,2,2,2,0,102884,100388,104529,81319,76549,77433,0,6000,4000,0,4000,2730,
12425,220000,1,3,2,30,0,0,-1,-1,-1,-1,35258,17740,4698,5036,8269,3681,1066,20644.69251,5051,8293,3692,3087,
12426,140000,2,2,2,26,0,0,-1,-1,-1,0,8178,3776,3776,3776,4173,4287,1000,3776,3776,4173,1000,5049,
12427,30000,2,2,-3,24,-1,0,0,0,0,0,20069,21148,22185,22551,23223,24837,1700,1700,1000,1000,2000,1400,
12428,200000,2,2,2,35,-1,-1,-1,-1,-1,-1,11409,1222,3308,481,-19,3821,1228,3324,483,0,3840,0,
12429,350000,2,1,1,33,-1,-1,-1,-1,-1,-1,281437.6889,5133,1667,9737,363,1112,5249,1667,9839,363,1112,1981,
12430,150000,1,2,2,42,-2,-2,-2,-2,-2,-2,6407,-6,-3,-3,-3,1040,0,0,0,0,1043,0,
12431,20000,1,2,2,24,2,2,,4,4,,1650,1650,1650,1650,1650,1650,0,0,0,0,0,0,
12432,200000,2,1,1,56,0,0,0,0,0,0,15603,,18556,19247,19935,21098,1500,2000,15353.27029,1000,1500,3000,
12433,20000,1,2,2,24,2,2,4,4,4,4,1650,1650,1650,1650,1650,1650,0,0,0,0,0,0,
12434,320000,1,1,1,35,-1,-1,-1,-2,-2,-2,2695,500,0,0,0,0,505,368,0,0,0,0,
12435,100000,2,1,2,29,-1,-1,-1,0,0,-5,170,3224,78671,60430,60647,61153,3224,78671,3000,2500,3000,3000,
12436,280000,2,1,2,28,0,-1,-1,-1,-1,-1,7370,3395,1860,2368,3343,5110,3420,1865,2375,3353,5124,9028,
12437,50000,1,1,1,47,0,0,0,0,0,0,11066,15539,17274,19975,23632,25242,5000,2000,3000,4000,,0,
12438,20000,1,,2,23,0,0,0,0,0,0,18311,19598,20154,20132,20129,20226,2000,1307,701,717,834,674,
12439,160000,2,6,2,33,-1,-1,-1,-1,-1,-1,5256,3290,1140,559,2065,450,3290,1140,,2065,450,825,
12440,60000,1,3,2,23,0,0,0,0,0,0,15592,16643,15557,,16273,17001,2000,1400,1000,1000,1000,1000,
12441,150000,1,3,1,49,0,0,0,4,0,0,32866,37293,36772,4521,6452,6742,5028,3000,3000,2000,378,3306,
12442,460000,1,1,2,34,3,0,0,,0,0,,372284,380257,386847,301231,325831,15325,16000,15000,11000,30000,20004,
12443,500000,1,3,2,51,-1,-1,-1,-1,-1,-1,2362,575,360,964,957,176,575,361,978,958,176,310,
12444,320000,1,2,1,34,0,0,0,0,0,0,14237,26123,28637,24385,8559,3207,15031,8081,5072,6591,1223,0,
12445,200000,2,1,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,
12446,430000,,2,1,28,0,0,0,0,0,0,25968,22938,-981,14734,17572,18784,1313,5002,1000,5000,5000,2000,
12447,150000,,2,1,58,-2,-2,-2,-2,-2,-2,,3273,2473,1473,-823,1473,3273,2473,1473,1473,1473,1473,
12448,100000,2,2,2,28,2,0,0,0,0,0,95197,87478,89245,90247,91979,94450,4050,4114,3379,3338,4000,5373,
12449,30000,1,,2,30,0,0,2,0,0,0,13216,,15461,16204,16642,17067,2000,1000,1000,700,700,700,
12450,260000,2,3,1,31,0,0,-2,-2,-2,-2,20000,0,0,0,0,0,0,0,0,0,0,7287,
12451,40000,2,1,2,24,0,0,0,2,2,0,29782,-213875.3475,34610,35326,23489,11762,3000,3000,1500,0,1000,500,
12452,290000,1,2,2,34,1,,-1,0,0,0,0,0,4524,8440,10300,0,0,4524,4000,2000,18726.19388,,
12453,140000,1,1,2,110,-1,-1,-1,-1,-1,-1,776,0,776,380,1157,768,0,1552,380,1157,783,388,
12454,60000,2,2,2,22,1,2,2,0,0,0,52126,52707,47939,29351,28128,27811,2030,0,1014,1001,1020,1142,
12455,210000,1,1,2,41,0,-1,-1,-2,-2,-2,62261,6615,0,0,0,0,6615,0,0,0,0,0,
12456,170000,2,1,2,28,1,-2,-2,,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,
12457,370000,2,3,1,37,-2,-2,-2,-2,,-2,0,0,0,0,0,0,0,0,0,,0,0,
12458,30000,1,6,2,23,0,0,0,0,0,0,30235,28246,30395,29962,253979.9003,29899,3000,3000,2468,,2500,,
12459,360000,2,1,1,32,-1,-1,,-2,-2,-2,2500,0,0,0,0,0,0,0,-13200.19832,0,0,0,
12460,290000,1,2,2,43,0,0,0,0,-1,-1,124362,111594,58039,3818,1318,0,5100,2507,1500,2000,0,1333,
12461,50000,2,3,1,36,0,0,0,0,0,4,301002.0939,10805,8623,8799,8468,8768,1188,3000,176,169,300,1200,
12462,210000,2,3,1,27,1,-2,-1,-1,-2,-2,,0,1008,0,0,0,0,1008,0,0,0,1114,
12463,170000,1,3,1,96,2,0,0,0,0,0,170485,229805,167524,185414,121092,117320,8000,8000,5000,5000,4500,5000,
12464,360000,1,1,1,40,0,0,2,-1,,-1,76584,85400,17295,8331,2643,6008,21358,86,8372,2656,6038,3325,
12465,90000,,1,2,25,-1,-1,-1,-1,0,,9359,-5,1881,7638,4464,26224,0,1886,7650,1005,23773,1000,
12466,210000,1,3,1,44,1,2,2,-2,-2,-2,19131,18447,0,0,0,0,0,0,0,0,0,0,
12467,160000,2,2,1,50,-2,-2,-2,-2,-2,-2,3440,3208,3315,2645,1049,1469,3219,3322,2645,15177.93372,1469,3490,
12468,30000,2,2,2,22,0,0,2,0,0,0,10094,14870,13329,7275,26804,29362,5300,,607,20000,3000,0,
12469,80000,1,2,2,23,2,2,0,,0,0,71528,69817,70719,39288,40500,41668,0,2131,2000,2000,2000,3000,
12470,250000,2,2,4,36,0,0,0,0,0,0,126751,129559,132714,135829,138959,140779,,5000,5000,5000,3779,4709,
12471,990000,2,1,,27,1,2,2,0,0,0,7169,8396,228877.0769,8971,10824,11646,1500,0,1000,2000,1000,1500,
12472,130000,1,1,2,30,0,0,2,0,0,2,127253,135822,127930,127762,134010,133548,12207,0,5000,-270,4500,0,
12473,180000,1,1,2,30,0,0,0,0,0,0,174297,152251,96399,87026,78137,58332,22000,4000,2000,5000,3000,3000,
12474,200000,1,1,2,27,-2,-2,-2,-2,-2,-2,5105,-110,15191,8991,8986,8609,7261,15220,8991,8986,8609,8299,
12475,210000,1,1,1,28,0,0,0,0,,0,124667,201007,144968,134975,136469,139866,145273,5065,5012,5000,,5000,
12476,240000,2,1,2,30,,0,0,0,0,0,12876,4420,4508,8064,4520,4476,1905,3632,7100,0,3500,3600,
12477,460000,2,2,2,46,0,0,0,,0,0,305814,315479,328208,320056,326599,337552,15000,20065,12000,12070,17000,12400,
12478,400000,2,-3,1,38,-1,-1,-1,-1,-1,-1,16195,10713,11340,10390,620,10390,10713,11340,10390,620,10390,727,
12479,20000,1,3,2,25,0,0,0,0,0,0,13701,14413,15781,15939,16271,16590,1241,1609,717,738,740,789,
12480,60000,2,2,1,37,0,0,0,0,0,0,60655,60281,59968,40377,40679,40493,2410,2203,1500,,1500,1400,
12481,110000,2,2,2,34,0,0,0,0,0,0,93039,81169,82800,107986,99627,80610,4500,4100,,15455.89033,3100,2861,
12482,80000,2,3,2,26,2,2,2,2,2,0,41586,44690,43671,49683,48757,49782,3775,0,6768,0,1834,1744,
12483,50000,1,1,-2,30,-1,-1,-1,-1,-1,-1,390,390,390,390,390,23269,390,390,21782.64289,390,23269,1500,
12484,360000,4,1,2,28,0,-1,-1,-1,-1,-1,2386,3166,2776,2386,3166,2983,3166,2776,7158,3166,2983,2386,
12485,70000,1,2,1,24,0,0,0,0,0,0,49169,48960,49864,48481,46946,47958,1840,1744,2001,2000,1800,1706,
12486,20000,2,2,2,22,4,0,0,0,0,2,16072,17205,17903,18321,19680,18292,1700,1300,700,,0,1000,
12487,200000,2,3,1,50,0,0,0,,0,0,141886,141771,141129,134295,135962,112870,7000,8000,4100,4200,4300,4500,
12488,90000,2,,1,46,-2,-2,-2,-2,-2,-2,1609,686,3904,686,686,686,1372,3904,686,686,686,686,
12489,30000,1,1,1,36,-1,2,2,-1,2,2,1123,543,153,1495,955,1735,200,0,1495,0,1170,0,
12490,260000,2,1,1,44,-1,-1,-1,-1,-1,-2,2772,6675,-3098,11377,0,0,6675,20,50000,0,0,0,
12491,50000,,9,1,34,0,0,0,0,0,0,7900,8922,-693,9970,10339,11009,1309,1313,357,530,1000,622,
12492,30000,2,2,,25,-4,2,2,0,0,0,30119,,30311,30270,28958,30974,1900,0,957,7000,4530,0,
12493,20000,2,3,1,33,0,0,0,0,0,0,2909,3537,4120,3802,3484,3152,1224,1197,269,269,261,227,
12494,30000,1,2,1,33,2,2,0,0,0,19,42646,30060,28391,26156,25377,27422,2159,1500,1000,1000,3800,0,
12495,290000,2,,3,29,,0,0,0,0,0,221626,190440,118163,110728,106426,15300,6530,4200,-16314.0059,10000,2420,221000,
12496,50000,1,1,2,26,2,2,-1,0,0,0,2467,-368,1465,2282,2397,2470,0,2000,,300,300,2000,
12497,60000,2,1,2,31,0,-5,2,2,2,2,3610,855,111,411,261,6695,,0,300,0,6500,-408,
